"url","count"
"https://www.graana.com/penthouse/for_sale/jhelum/all/193",0
"https://www.graana.com/penthouse/for_sale/sukkur/all/207",7
"https://www.graana.com/penthouse/for_sale/gujrat/all/233",0
"https://www.graana.com/penthouse/for_sale/lalamusa/all/234",0
"https://www.graana.com/penthouse/for_sale/kharian/all/235",0
"https://www.graana.com/penthouse/for_sale/wazirabad/all/236",0
"https://www.graana.com/penthouse/for_sale/khanewal/all/240",0
"https://www.graana.com/penthouse/for_sale/dina/all/243",0
"https://www.graana.com/hotel-suites/for_rent/islamabad/all/1",0
"https://www.graana.com/hotel-suites/for_rent/lahore/all/2",0
"https://www.graana.com/hotel-suites/for_rent/rawalpindi/all/3",0
"https://www.graana.com/hotel-suites/for_rent/taxila/all/166",0
"https://www.graana.com/hotel-suites/for_rent/multan/all/168",1
"https://www.graana.com/hotel-suites/for_rent/karachi/all/169",2
"https://www.graana.com/hotel-suites/for_rent/faisalabad/all/170",0
"https://www.graana.com/hotel-suites/for_rent/wah/all/173",0
"https://www.graana.com/hotel-suites/for_rent/gujranwala/all/174",0
"https://www.graana.com/hotel-suites/for_rent/peshawar/all/176",0
"https://www.graana.com/hotel-suites/for_rent/gwadar/all/179",0
"https://www.graana.com/hotel-suites/for_rent/hyderabad/all/183",0
"https://www.graana.com/hotel-suites/for_rent/quetta/all/187",0
"https://www.graana.com/hotel-suites/for_rent/sialkot/all/190",0
"https://www.graana.com/hotel-suites/for_rent/jhelum/all/193",0
"https://www.graana.com/hotel-suites/for_rent/sukkur/all/207",0
"https://www.graana.com/hotel-suites/for_rent/gujrat/all/233",0
"https://www.graana.com/hotel-suites/for_rent/lalamusa/all/234",0
"https://www.graana.com/hotel-suites/for_rent/kharian/all/235",0
"https://www.graana.com/hotel-suites/for_rent/wazirabad/all/236",0
"https://www.graana.com/hotel-suites/for_rent/khanewal/all/240",0
"https://www.graana.com/hotel-suites/for_rent/dina/all/243",0
